windowID,sourceRunID,processedFile,split,phaseSeed,Hs,Tp,faultName,severity,startRow,endRow,startTime_s,endTime_s
42,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6151,6450,1330,1389.8
43,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6301,6600,1360,1419.8
44,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6451,6750,1390,1449.8
45,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6601,6900,1420,1479.8
46,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6751,7050,1450,1509.8
47,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6901,7200,1480,1539.8
48,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7051,7350,1510,1569.8
49,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7201,7500,1540,1599.8
50,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7351,7650,1570,1629.8
51,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7501,7800,1600,1659.8
52,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7651,7950,1630,1689.8
53,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7801,8100,1660,1719.8
54,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7951,8250,1690,1749.8
55,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8101,8400,1720,1779.8
56,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8251,8550,1750,1809.8
57,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8401,8700,1780,1839.8
58,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8551,8850,1810,1869.8
59,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8701,9000,1840,1899.8
60,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8851,9150,1870,1929.8
61,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,9001,9300,1900,1959.8
62,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,9151,9450,1930,1989.8
63,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1,300,100,159.8
64,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,151,450,130,189.8
65,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,301,600,160,219.8
66,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,451,750,190,249.8
67,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,601,900,220,279.8
68,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,751,1050,250,309.8
69,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,901,1200,280,339.8
70,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1051,1350,310,369.8
71,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1201,1500,340,399.8
72,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1351,1650,370,429.8
73,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1501,1800,400,459.8
74,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1651,1950,430,489.8
75,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1801,2100,460,519.8
76,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1951,2250,490,549.8
77,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2101,2400,520,579.8
78,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2251,2550,550,609.8
79,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2401,2700,580,639.8
80,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2551,2850,610,669.8
81,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2701,3000,640,699.8
82,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2851,3150,670,729.8
83,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3001,3300,700,759.8
84,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3151,3450,730,789.8
85,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3301,3600,760,819.8
86,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3451,3750,790,849.8
87,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3601,3900,820,879.8
88,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3751,4050,850,909.8
89,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3901,4200,880,939.8
90,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4051,4350,910,969.8
91,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4201,4500,940,999.8
92,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4351,4650,970,1029.8
93,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4501,4800,1000,1059.8
94,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4651,4950,1030,1089.8
95,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4801,5100,1060,1119.8
96,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4951,5250,1090,1149.8
97,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5101,5400,1120,1179.8
98,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5251,5550,1150,1209.8
99,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5401,5700,1180,1239.8
100,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5551,5850,1210,1269.8
101,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5701,6000,1240,1299.8
102,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5851,6150,1270,1329.8
103,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,6001,6300,1300,1359.8
104,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,6151,6450,1330,1389.8
105,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,6301,6600,1360,1419.8
106,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,6451,6750,1390,1449.8
107,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,6601,6900,1420,1479.8
108,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,6751,7050,1450,1509.8
109,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,6901,7200,1480,1539.8
110,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,7051,7350,1510,1569.8
111,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,7201,7500,1540,1599.8
112,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,7351,7650,1570,1629.8
113,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,7501,7800,1600,1659.8
114,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,7651,7950,1630,1689.8
115,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,7801,8100,1660,1719.8
116,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,7951,8250,1690,1749.8
117,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,8101,8400,1720,1779.8
118,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,8251,8550,1750,1809.8
119,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,8401,8700,1780,1839.8
120,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,8551,8850,1810,1869.8
121,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,8701,9000,1840,1899.8
122,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,8851,9150,1870,1929.8
123,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,9001,9300,1900,1959.8
124,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,9151,9450,1930,1989.8
125,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,1,300,100,159.8
126,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,151,450,130,189.8
127,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,301,600,160,219.8
128,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,451,750,190,249.8
129,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,601,900,220,279.8
130,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,751,1050,250,309.8
131,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,901,1200,280,339.8
132,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,1051,1350,310,369.8
133,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,1201,1500,340,399.8
134,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,1351,1650,370,429.8
135,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,1501,1800,400,459.8
136,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,1651,1950,430,489.8
137,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,1801,2100,460,519.8
138,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,1951,2250,490,549.8
139,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,2101,2400,520,579.8
140,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,2251,2550,550,609.8
141,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,2401,2700,580,639.8
142,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,2551,2850,610,669.8
143,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,2701,3000,640,699.8
144,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,2851,3150,670,729.8
145,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,3001,3300,700,759.8
146,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,3151,3450,730,789.8
147,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,3301,3600,760,819.8
148,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,3451,3750,790,849.8
149,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,3601,3900,820,879.8
150,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,3751,4050,850,909.8
151,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,3901,4200,880,939.8
152,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,4051,4350,910,969.8
153,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,4201,4500,940,999.8
154,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,4351,4650,970,1029.8
155,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,4501,4800,1000,1059.8
156,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,4651,4950,1030,1089.8
157,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,4801,5100,1060,1119.8
158,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,4951,5250,1090,1149.8
159,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,5101,5400,1120,1179.8
160,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,5251,5550,1150,1209.8
161,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,5401,5700,1180,1239.8
162,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,5551,5850,1210,1269.8
163,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,5701,6000,1240,1299.8
164,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,5851,6150,1270,1329.8
165,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,6001,6300,1300,1359.8
166,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,6151,6450,1330,1389.8
167,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,6301,6600,1360,1419.8
168,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,6451,6750,1390,1449.8
169,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,6601,6900,1420,1479.8
170,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,6751,7050,1450,1509.8
171,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,6901,7200,1480,1539.8
172,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,7051,7350,1510,1569.8
173,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,7201,7500,1540,1599.8
174,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,7351,7650,1570,1629.8
175,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,7501,7800,1600,1659.8
176,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,7651,7950,1630,1689.8
177,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,7801,8100,1660,1719.8
178,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,7951,8250,1690,1749.8
179,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,8101,8400,1720,1779.8
180,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,8251,8550,1750,1809.8
181,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,8401,8700,1780,1839.8
182,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,8551,8850,1810,1869.8
183,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,8701,9000,1840,1899.8
184,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,8851,9150,1870,1929.8
185,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,9001,9300,1900,1959.8
186,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,9151,9450,1930,1989.8
187,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,1,300,100,159.8
188,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,151,450,130,189.8
189,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,301,600,160,219.8
190,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,451,750,190,249.8
191,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,601,900,220,279.8
192,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,751,1050,250,309.8
193,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,901,1200,280,339.8
194,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,1051,1350,310,369.8
195,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,1201,1500,340,399.8
196,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,1351,1650,370,429.8
197,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,1501,1800,400,459.8
198,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,1651,1950,430,489.8
199,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,1801,2100,460,519.8
200,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,1951,2250,490,549.8
201,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,2101,2400,520,579.8
202,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,2251,2550,550,609.8
