windowID,sourceRunID,processedFile,split,phaseSeed,Hs,Tp,faultName,severity,startRow,endRow,startTime_s,endTime_s
88,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,8101,8700,1720,1839.8
89,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,8401,9000,1780,1899.8
90,3,run00003_seed001_sev060_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.6,8701,9300,1840,1959.8
91,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,1,600,100,219.8
92,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,301,900,160,279.8
93,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,601,1200,220,339.8
94,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,901,1500,280,399.8
95,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,1201,1800,340,459.8
96,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,1501,2100,400,519.8
97,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,1801,2400,460,579.8
98,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,2101,2700,520,639.8
99,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,2401,3000,580,699.8
100,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,2701,3300,640,759.8
101,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,3001,3600,700,819.8
102,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,3301,3900,760,879.8
103,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,3601,4200,820,939.8
104,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,3901,4500,880,999.8
105,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,4201,4800,940,1059.8
106,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,4501,5100,1000,1119.8
107,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,4801,5400,1060,1179.8
108,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,5101,5700,1120,1239.8
109,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,5401,6000,1180,1299.8
110,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,5701,6300,1240,1359.8
111,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,6001,6600,1300,1419.8
112,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,6301,6900,1360,1479.8
113,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,6601,7200,1420,1539.8
114,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,6901,7500,1480,1599.8
115,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,7201,7800,1540,1659.8
116,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,7501,8100,1600,1719.8
117,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,7801,8400,1660,1779.8
118,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,8101,8700,1720,1839.8
119,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,8401,9000,1780,1899.8
120,4,run00004_seed001_sev040_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.4,8701,9300,1840,1959.8
121,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,1,600,100,219.8
122,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,301,900,160,279.8
123,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,601,1200,220,339.8
124,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,901,1500,280,399.8
125,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,1201,1800,340,459.8
126,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,1501,2100,400,519.8
127,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,1801,2400,460,579.8
128,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,2101,2700,520,639.8
129,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,2401,3000,580,699.8
130,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,2701,3300,640,759.8
131,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,3001,3600,700,819.8
132,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,3301,3900,760,879.8
133,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,3601,4200,820,939.8
134,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,3901,4500,880,999.8
135,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,4201,4800,940,1059.8
136,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,4501,5100,1000,1119.8
137,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,4801,5400,1060,1179.8
138,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,5101,5700,1120,1239.8
139,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,5401,6000,1180,1299.8
140,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,5701,6300,1240,1359.8
141,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,6001,6600,1300,1419.8
142,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,6301,6900,1360,1479.8
143,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,6601,7200,1420,1539.8
144,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,6901,7500,1480,1599.8
145,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,7201,7800,1540,1659.8
146,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,7501,8100,1600,1719.8
147,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,7801,8400,1660,1779.8
148,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,8101,8700,1720,1839.8
149,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,8401,9000,1780,1899.8
150,5,run00005_seed001_sev020_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.2,8701,9300,1840,1959.8
151,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,1,600,100,219.8
152,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,301,900,160,279.8
153,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,601,1200,220,339.8
154,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,901,1500,280,399.8
155,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,1201,1800,340,459.8
156,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,1501,2100,400,519.8
157,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,1801,2400,460,579.8
158,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,2101,2700,520,639.8
159,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,2401,3000,580,699.8
160,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,2701,3300,640,759.8
161,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,3001,3600,700,819.8
162,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,3301,3900,760,879.8
163,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,3601,4200,820,939.8
164,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,3901,4500,880,999.8
165,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,4201,4800,940,1059.8
166,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,4501,5100,1000,1119.8
167,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,4801,5400,1060,1179.8
168,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,5101,5700,1120,1239.8
169,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,5401,6000,1180,1299.8
170,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,5701,6300,1240,1359.8
171,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,6001,6600,1300,1419.8
172,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,6301,6900,1360,1479.8
173,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,6601,7200,1420,1539.8
174,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,6901,7500,1480,1599.8
175,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,7201,7800,1540,1659.8
176,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,7501,8100,1600,1719.8
177,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,7801,8400,1660,1779.8
178,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,8101,8700,1720,1839.8
179,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,8401,9000,1780,1899.8
180,6,run00006_seed002_sev100_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,healthy,1,8701,9300,1840,1959.8
181,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,1,600,100,219.8
182,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,301,900,160,279.8
183,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,601,1200,220,339.8
184,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,901,1500,280,399.8
185,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,1201,1800,340,459.8
186,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,1501,2100,400,519.8
187,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,1801,2400,460,579.8
188,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,2101,2700,520,639.8
189,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,2401,3000,580,699.8
190,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,2701,3300,640,759.8
191,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,3001,3600,700,819.8
192,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,3301,3900,760,879.8
193,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,3601,4200,820,939.8
194,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,3901,4500,880,999.8
195,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,4201,4800,940,1059.8
196,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,4501,5100,1000,1119.8
197,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,4801,5400,1060,1179.8
198,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,5101,5700,1120,1239.8
199,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,5401,6000,1180,1299.8
200,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,5701,6300,1240,1359.8
201,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,6001,6600,1300,1419.8
202,7,run00007_seed002_sev080_Hs110_Tp850_5hz.csv,train,2,1.1,8.5,pto_damping_loss,0.8,6301,6900,1360,1479.8
