windowID,sourceRunID,processedFile,split,phaseSeed,Hs,Tp,faultName,severity,startRow,endRow,startTime_s,endTime_s
64,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4726,4875,1045,1074.8
65,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4801,4950,1060,1089.8
66,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4876,5025,1075,1104.8
67,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,4951,5100,1090,1119.8
68,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5026,5175,1105,1134.8
69,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5101,5250,1120,1149.8
70,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5176,5325,1135,1164.8
71,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5251,5400,1150,1179.8
72,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5326,5475,1165,1194.8
73,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5401,5550,1180,1209.8
74,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5476,5625,1195,1224.8
75,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5551,5700,1210,1239.8
76,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5626,5775,1225,1254.8
77,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5701,5850,1240,1269.8
78,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5776,5925,1255,1284.8
79,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5851,6000,1270,1299.8
80,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,5926,6075,1285,1314.8
81,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6001,6150,1300,1329.8
82,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6076,6225,1315,1344.8
83,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6151,6300,1330,1359.8
84,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6226,6375,1345,1374.8
85,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6301,6450,1360,1389.8
86,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6376,6525,1375,1404.8
87,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6451,6600,1390,1419.8
88,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6526,6675,1405,1434.8
89,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6601,6750,1420,1449.8
90,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6676,6825,1435,1464.8
91,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6751,6900,1450,1479.8
92,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6826,6975,1465,1494.8
93,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6901,7050,1480,1509.8
94,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,6976,7125,1495,1524.8
95,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7051,7200,1510,1539.8
96,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7126,7275,1525,1554.8
97,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7201,7350,1540,1569.8
98,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7276,7425,1555,1584.8
99,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7351,7500,1570,1599.8
100,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7426,7575,1585,1614.8
101,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7501,7650,1600,1629.8
102,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7576,7725,1615,1644.8
103,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7651,7800,1630,1659.8
104,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7726,7875,1645,1674.8
105,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7801,7950,1660,1689.8
106,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7876,8025,1675,1704.8
107,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,7951,8100,1690,1719.8
108,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8026,8175,1705,1734.8
109,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8101,8250,1720,1749.8
110,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8176,8325,1735,1764.8
111,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8251,8400,1750,1779.8
112,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8326,8475,1765,1794.8
113,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8401,8550,1780,1809.8
114,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8476,8625,1795,1824.8
115,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8551,8700,1810,1839.8
116,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8626,8775,1825,1854.8
117,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8701,8850,1840,1869.8
118,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8776,8925,1855,1884.8
119,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8851,9000,1870,1899.8
120,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,8926,9075,1885,1914.8
121,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,9001,9150,1900,1929.8
122,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,9076,9225,1915,1944.8
123,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,9151,9300,1930,1959.8
124,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,9226,9375,1945,1974.8
125,1,run00001_seed001_sev100_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,healthy,1,9301,9450,1960,1989.8
126,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1,150,100,129.8
127,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,76,225,115,144.8
128,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,151,300,130,159.8
129,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,226,375,145,174.8
130,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,301,450,160,189.8
131,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,376,525,175,204.8
132,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,451,600,190,219.8
133,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,526,675,205,234.8
134,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,601,750,220,249.8
135,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,676,825,235,264.8
136,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,751,900,250,279.8
137,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,826,975,265,294.8
138,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,901,1050,280,309.8
139,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,976,1125,295,324.8
140,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1051,1200,310,339.8
141,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1126,1275,325,354.8
142,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1201,1350,340,369.8
143,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1276,1425,355,384.8
144,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1351,1500,370,399.8
145,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1426,1575,385,414.8
146,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1501,1650,400,429.8
147,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1576,1725,415,444.8
148,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1651,1800,430,459.8
149,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1726,1875,445,474.8
150,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1801,1950,460,489.8
151,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1876,2025,475,504.8
152,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,1951,2100,490,519.8
153,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2026,2175,505,534.8
154,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2101,2250,520,549.8
155,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2176,2325,535,564.8
156,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2251,2400,550,579.8
157,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2326,2475,565,594.8
158,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2401,2550,580,609.8
159,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2476,2625,595,624.8
160,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2551,2700,610,639.8
161,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2626,2775,625,654.8
162,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2701,2850,640,669.8
163,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2776,2925,655,684.8
164,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2851,3000,670,699.8
165,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,2926,3075,685,714.8
166,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3001,3150,700,729.8
167,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3076,3225,715,744.8
168,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3151,3300,730,759.8
169,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3226,3375,745,774.8
170,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3301,3450,760,789.8
171,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3376,3525,775,804.8
172,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3451,3600,790,819.8
173,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3526,3675,805,834.8
174,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3601,3750,820,849.8
175,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3676,3825,835,864.8
176,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3751,3900,850,879.8
177,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3826,3975,865,894.8
178,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3901,4050,880,909.8
179,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,3976,4125,895,924.8
180,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4051,4200,910,939.8
181,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4126,4275,925,954.8
182,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4201,4350,940,969.8
183,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4276,4425,955,984.8
184,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4351,4500,970,999.8
185,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4426,4575,985,1014.8
186,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4501,4650,1000,1029.8
187,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4576,4725,1015,1044.8
188,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4651,4800,1030,1059.8
189,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4726,4875,1045,1074.8
190,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4801,4950,1060,1089.8
191,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4876,5025,1075,1104.8
192,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,4951,5100,1090,1119.8
193,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5026,5175,1105,1134.8
194,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5101,5250,1120,1149.8
195,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5176,5325,1135,1164.8
196,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5251,5400,1150,1179.8
197,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5326,5475,1165,1194.8
198,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5401,5550,1180,1209.8
199,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5476,5625,1195,1224.8
200,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5551,5700,1210,1239.8
201,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5626,5775,1225,1254.8
202,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5701,5850,1240,1269.8
203,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5776,5925,1255,1284.8
204,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5851,6000,1270,1299.8
205,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,5926,6075,1285,1314.8
206,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,6001,6150,1300,1329.8
207,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,6076,6225,1315,1344.8
208,2,run00002_seed001_sev080_Hs110_Tp850_5hz.csv,train,1,1.1,8.5,pto_damping_loss,0.8,6151,6300,1330,1359.8
