runID,stateName,Hs,Tp,phaseSeed,split,faultName,severity,sourceFile,processedFile,nRawSamples,nPostRampSamples,nPreparedSamples,rawFs_Hz,preparedFs_Hz,surgeEnergyAtOrBelow2Hz,heaveEnergyAtOrBelow2Hz,pitchEnergyAtOrBelow2Hz,relDispEnergyAtOrBelow2Hz,relVelEnergyAtOrBelow2Hz,ptoForceEnergyAtOrBelow2Hz
15,State1_Calm,1.1,8.5,3,train,pto_damping_loss,0.2,run00015_seed003_sev020_Hs110_Tp850.csv,run00015_seed003_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998191730384,0.999998232993742,0.999998012684816,0.999998070475507,0.999998536365271,0.999998536365271
16,State1_Calm,1.1,8.5,4,train,healthy,1,run00016_seed004_sev100_Hs110_Tp850.csv,run00016_seed004_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998352714542,0.999998647751163,0.999997973130108,0.999998132282611,0.999999104099991,0.999999104099992
17,State1_Calm,1.1,8.5,4,train,pto_damping_loss,0.8,run00017_seed004_sev080_Hs110_Tp850.csv,run00017_seed004_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.9999983739691,0.999998686778277,0.999998047589627,0.999998154115215,0.999999100113837,0.999999100113837
18,State1_Calm,1.1,8.5,4,train,pto_damping_loss,0.6,run00018_seed004_sev060_Hs110_Tp850.csv,run00018_seed004_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998396029778,0.999998733644361,0.999998122932928,0.999998179459469,0.999999097488787,0.999999097488787
19,State1_Calm,1.1,8.5,4,train,pto_damping_loss,0.4,run00019_seed004_sev040_Hs110_Tp850.csv,run00019_seed004_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998419249935,0.999998791798142,0.999998200409374,0.999998206971514,0.999999099191336,0.999999099191336
20,State1_Calm,1.1,8.5,4,train,pto_damping_loss,0.2,run00020_seed004_sev020_Hs110_Tp850.csv,run00020_seed004_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998444891524,0.999998866153011,0.999998285973084,0.999998229582241,0.999999108691698,0.999999108691698
21,State1_Calm,1.1,8.5,5,train,healthy,1,run00021_seed005_sev100_Hs110_Tp850.csv,run00021_seed005_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999318470665,0.999998197223572,0.999999249071813,0.999999227522525,0.999998767741075,0.999998767741075
22,State1_Calm,1.1,8.5,5,train,pto_damping_loss,0.8,run00022_seed005_sev080_Hs110_Tp850.csv,run00022_seed005_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999303839235,0.999998198117838,0.999999216736316,0.999999220280554,0.999998735130773,0.999998735130773
23,State1_Calm,1.1,8.5,5,train,pto_damping_loss,0.6,run00023_seed005_sev060_Hs110_Tp850.csv,run00023_seed005_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999284774062,0.999998196210218,0.999999172138148,0.999999217458897,0.999998689812654,0.999998689812654
24,State1_Calm,1.1,8.5,5,train,pto_damping_loss,0.4,run00024_seed005_sev040_Hs110_Tp850.csv,run00024_seed005_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999260167525,0.99999819159335,0.999999112291628,0.999999223438716,0.999998630324758,0.999998630324758
25,State1_Calm,1.1,8.5,5,train,pto_damping_loss,0.2,run00025_seed005_sev020_Hs110_Tp850.csv,run00025_seed005_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999228216333,0.999998185656476,0.999999033049122,0.999999245897477,0.999998558013263,0.999998558013263
26,State1_Calm,1.1,8.5,6,train,healthy,1,run00026_seed006_sev100_Hs110_Tp850.csv,run00026_seed006_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998269883602,0.999998370833532,0.999997839740725,0.999998824549571,0.99999860776061,0.999998607760609
27,State1_Calm,1.1,8.5,6,train,pto_damping_loss,0.8,run00027_seed006_sev080_Hs110_Tp850.csv,run00027_seed006_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998284209175,0.999998378629818,0.999997886839344,0.999998843576887,0.999998656749861,0.999998656749861
28,State1_Calm,1.1,8.5,6,train,pto_damping_loss,0.6,run00028_seed006_sev060_Hs110_Tp850.csv,run00028_seed006_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.99999829736268,0.999998385959572,0.999997937173876,0.999998861213382,0.999998718647794,0.999998718647794
29,State1_Calm,1.1,8.5,6,train,pto_damping_loss,0.4,run00029_seed006_sev040_Hs110_Tp850.csv,run00029_seed006_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998308858937,0.999998391838247,0.999997986970314,0.999998873859625,0.999998796769371,0.999998796769371
30,State1_Calm,1.1,8.5,6,train,pto_damping_loss,0.2,run00030_seed006_sev020_Hs110_Tp850.csv,run00030_seed006_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998318581033,0.999998393988049,0.999998034093487,0.999998874039912,0.999998893796972,0.999998893796973
31,State1_Calm,1.1,8.5,7,train,healthy,1,run00031_seed007_sev100_Hs110_Tp850.csv,run00031_seed007_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997893806134,0.99999840935142,0.999997576637987,0.999998854515611,0.999998737180078,0.999998737180078
32,State1_Calm,1.1,8.5,7,train,pto_damping_loss,0.8,run00032_seed007_sev080_Hs110_Tp850.csv,run00032_seed007_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997911117754,0.999998443539795,0.999997616509804,0.99999890826657,0.999998724888336,0.999998724888336
33,State1_Calm,1.1,8.5,7,train,pto_damping_loss,0.6,run00033_seed007_sev060_Hs110_Tp850.csv,run00033_seed007_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997925783944,0.999998474634271,0.999997651399518,0.9999989655695,0.999998711157513,0.999998711157513
34,State1_Calm,1.1,8.5,7,train,pto_damping_loss,0.4,run00034_seed007_sev040_Hs110_Tp850.csv,run00034_seed007_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997938143756,0.999998500253117,0.999997681429472,0.999999027927404,0.999998695788323,0.999998695788323
35,State1_Calm,1.1,8.5,7,train,pto_damping_loss,0.2,run00035_seed007_sev020_Hs110_Tp850.csv,run00035_seed007_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997949602102,0.999998517206516,0.999997709815402,0.999999101002883,0.99999867929387,0.99999867929387
36,State1_Calm,1.1,8.5,8,train,healthy,1,run00036_seed008_sev100_Hs110_Tp850.csv,run00036_seed008_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998005961854,0.99999834135068,0.999999147146998,0.999999189826119,0.999998346166225,0.999998346166225
37,State1_Calm,1.1,8.5,8,train,pto_damping_loss,0.8,run00037_seed008_sev080_Hs110_Tp850.csv,run00037_seed008_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998002585064,0.999998389869889,0.999999155688564,0.999999156539887,0.999998435533518,0.999998435533518
38,State1_Calm,1.1,8.5,8,train,pto_damping_loss,0.6,run00038_seed008_sev060_Hs110_Tp850.csv,run00038_seed008_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997999063263,0.99999844285369,0.999999169230789,0.9999991073589,0.999998556132005,0.999998556132005
39,State1_Calm,1.1,8.5,8,train,pto_damping_loss,0.4,run00039_seed008_sev040_Hs110_Tp850.csv,run00039_seed008_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997995364784,0.999998500054058,0.99999918872934,0.999999040324334,0.999998711065022,0.999998711065022
40,State1_Calm,1.1,8.5,8,train,pto_damping_loss,0.2,run00040_seed008_sev020_Hs110_Tp850.csv,run00040_seed008_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997991471822,0.999998561697127,0.999999214291756,0.999998956083693,0.999998892658405,0.999998892658405
41,State1_Calm,1.1,8.5,9,train,healthy,1,run00041_seed009_sev100_Hs110_Tp850.csv,run00041_seed009_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997628889075,0.999998251192845,0.999997581367912,0.999999204228325,0.999997315672958,0.999997315672958
42,State1_Calm,1.1,8.5,9,train,pto_damping_loss,0.8,run00042_seed009_sev080_Hs110_Tp850.csv,run00042_seed009_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997638727708,0.999998268575389,0.999997618105701,0.999999135188713,0.999997406907076,0.999997406907075
43,State1_Calm,1.1,8.5,9,train,pto_damping_loss,0.6,run00043_seed009_sev060_Hs110_Tp850.csv,run00043_seed009_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997648498148,0.999998281404762,0.999997666583809,0.999999033018647,0.999997531784707,0.999997531784707
44,State1_Calm,1.1,8.5,9,train,pto_damping_loss,0.4,run00044_seed009_sev040_Hs110_Tp850.csv,run00044_seed009_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997657506246,0.999998287747706,0.999997728481079,0.999998885637929,0.999997699421031,0.999997699421031
45,State1_Calm,1.1,8.5,9,train,pto_damping_loss,0.2,run00045_seed009_sev020_Hs110_Tp850.csv,run00045_seed009_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997665564184,0.999998284708414,0.999997807563959,0.999998675069963,0.999997918980673,0.999997918980673
46,State1_Calm,1.1,8.5,10,train,healthy,1,run00046_seed010_sev100_Hs110_Tp850.csv,run00046_seed010_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998598538489,0.99999769772514,0.999998156293975,0.999998794446939,0.999998597453179,0.999998597453179
47,State1_Calm,1.1,8.5,10,train,pto_damping_loss,0.8,run00047_seed010_sev080_Hs110_Tp850.csv,run00047_seed010_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998594177044,0.999997678038039,0.999998080592495,0.999998828239559,0.999998589666487,0.999998589666487
48,State1_Calm,1.1,8.5,10,train,pto_damping_loss,0.6,run00048_seed010_sev060_Hs110_Tp850.csv,run00048_seed010_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998587901357,0.999997656234508,0.999997996411094,0.999998862376774,0.999998598085438,0.999998598085438
49,State1_Calm,1.1,8.5,10,train,pto_damping_loss,0.4,run00049_seed010_sev040_Hs110_Tp850.csv,run00049_seed010_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998579510925,0.999997629918934,0.999997907956621,0.999998892135031,0.999998631067186,0.999998631067186
50,State1_Calm,1.1,8.5,10,train,pto_damping_loss,0.2,run00050_seed010_sev020_Hs110_Tp850.csv,run00050_seed010_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998568526002,0.999997594806378,0.999997818794337,0.999998908098301,0.999998697508897,0.999998697508897
51,State1_Calm,1.1,8.5,11,train,healthy,1,run00051_seed011_sev100_Hs110_Tp850.csv,run00051_seed011_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.99999764692209,0.999997140808732,0.99999913691723,0.999997550796958,0.999999227820567,0.999999227820567
52,State1_Calm,1.1,8.5,11,train,pto_damping_loss,0.8,run00052_seed011_sev080_Hs110_Tp850.csv,run00052_seed011_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997637210984,0.99999709959996,0.999999068889834,0.999997525710911,0.999999166842164,0.999999166842164
53,State1_Calm,1.1,8.5,11,train,pto_damping_loss,0.6,run00053_seed011_sev060_Hs110_Tp850.csv,run00053_seed011_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997625277045,0.99999706533243,0.999998993271518,0.999997508452317,0.999999080292875,0.999999080292875
54,State1_Calm,1.1,8.5,11,train,pto_damping_loss,0.4,run00054_seed011_sev040_Hs110_Tp850.csv,run00054_seed011_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997610822067,0.999997041373357,0.999998908654034,0.999997500477441,0.999998970807896,0.999998970807896
55,State1_Calm,1.1,8.5,11,train,pto_damping_loss,0.2,run00055_seed011_sev020_Hs110_Tp850.csv,run00055_seed011_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997593413839,0.999997030593525,0.999998811407111,0.999997498518994,0.999998857546386,0.999998857546386
56,State1_Calm,1.1,8.5,12,train,healthy,1,run00056_seed012_sev100_Hs110_Tp850.csv,run00056_seed012_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999029639646,0.999998208815237,0.999997351047424,0.999999460608615,0.999997820330247,0.999997820330247
57,State1_Calm,1.1,8.5,12,train,pto_damping_loss,0.8,run00057_seed012_sev080_Hs110_Tp850.csv,run00057_seed012_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999036588338,0.999998214341082,0.999997375768864,0.999999458745136,0.999997844123941,0.999997844123941
58,State1_Calm,1.1,8.5,12,train,pto_damping_loss,0.6,run00058_seed012_sev060_Hs110_Tp850.csv,run00058_seed012_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999045005824,0.999998219759062,0.999997406383293,0.99999943480039,0.999997887336921,0.999997887336921
59,State1_Calm,1.1,8.5,12,train,pto_damping_loss,0.4,run00059_seed012_sev040_Hs110_Tp850.csv,run00059_seed012_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999055461301,0.999998224623909,0.999997445435081,0.999999380339636,0.999997954504126,0.999997954504126
60,State1_Calm,1.1,8.5,12,train,pto_damping_loss,0.2,run00060_seed012_sev020_Hs110_Tp850.csv,run00060_seed012_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.99999906884678,0.999998228645295,0.999997497051734,0.999999284324891,0.999998044841524,0.999998044841524
61,State1_Calm,1.1,8.5,13,validation,healthy,1,run00061_seed013_sev100_Hs110_Tp850.csv,run00061_seed013_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998298410614,0.999998250450309,0.999998578338375,0.999997288366734,0.999998960792316,0.999998960792316
62,State1_Calm,1.1,8.5,13,validation,pto_damping_loss,0.8,run00062_seed013_sev080_Hs110_Tp850.csv,run00062_seed013_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.9999982936289,0.999998238646899,0.999998557733328,0.999997387815843,0.999998936361631,0.999998936361632
63,State1_Calm,1.1,8.5,13,validation,pto_damping_loss,0.6,run00063_seed013_sev060_Hs110_Tp850.csv,run00063_seed013_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998288581465,0.99999822319638,0.999998536164712,0.999997508930791,0.999998907368372,0.999998907368372
64,State1_Calm,1.1,8.5,13,validation,pto_damping_loss,0.4,run00064_seed013_sev040_Hs110_Tp850.csv,run00064_seed013_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998283420087,0.999998201798111,0.999998516805747,0.999997651996709,0.99999887443742,0.99999887443742
65,State1_Calm,1.1,8.5,13,validation,pto_damping_loss,0.2,run00065_seed013_sev020_Hs110_Tp850.csv,run00065_seed013_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998278410829,0.99999817011261,0.999998506475315,0.999997815256109,0.999998832846175,0.999998832846175
66,State1_Calm,1.1,8.5,14,validation,healthy,1,run00066_seed014_sev100_Hs110_Tp850.csv,run00066_seed014_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999996817142457,0.999997703249312,0.99999786253108,0.999998577938011,0.999998407540421,0.999998407540421
67,State1_Calm,1.1,8.5,14,validation,pto_damping_loss,0.8,run00067_seed014_sev080_Hs110_Tp850.csv,run00067_seed014_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999996828550251,0.999997743003143,0.999997885505738,0.999998612660266,0.999998485207753,0.999998485207752
68,State1_Calm,1.1,8.5,14,validation,pto_damping_loss,0.6,run00068_seed014_sev060_Hs110_Tp850.csv,run00068_seed014_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999996840716228,0.999997788501195,0.999997904611744,0.999998648759513,0.999998587126798,0.999998587126798
69,State1_Calm,1.1,8.5,14,validation,pto_damping_loss,0.4,run00069_seed014_sev040_Hs110_Tp850.csv,run00069_seed014_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999996854122454,0.999997838360438,0.999997918709029,0.999998685195582,0.999998724911917,0.999998724911917
70,State1_Calm,1.1,8.5,14,validation,pto_damping_loss,0.2,run00070_seed014_sev020_Hs110_Tp850.csv,run00070_seed014_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999996869643412,0.999997887595182,0.999997928209143,0.999998723498714,0.999998912542976,0.999998912542976
71,State1_Calm,1.1,8.5,15,validation,healthy,1,run00071_seed015_sev100_Hs110_Tp850.csv,run00071_seed015_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.99999710987778,0.999998406913815,0.999997274038869,0.999998286606041,0.999996473273083,0.999996473273083
72,State1_Calm,1.1,8.5,15,validation,pto_damping_loss,0.8,run00072_seed015_sev080_Hs110_Tp850.csv,run00072_seed015_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997081723816,0.999998441665756,0.99999710914238,0.99999833417375,0.999996405837837,0.999996405837837
73,State1_Calm,1.1,8.5,15,validation,pto_damping_loss,0.6,run00073_seed015_sev060_Hs110_Tp850.csv,run00073_seed015_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997056043931,0.999998483002063,0.999996930604684,0.99999837085664,0.999996349200721,0.999996349200721
74,State1_Calm,1.1,8.5,15,validation,pto_damping_loss,0.4,run00074_seed015_sev040_Hs110_Tp850.csv,run00074_seed015_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997031878999,0.999998533322808,0.999996734209453,0.999998394893777,0.999996311766356,0.999996311766356
75,State1_Calm,1.1,8.5,15,validation,pto_damping_loss,0.2,run00075_seed015_sev020_Hs110_Tp850.csv,run00075_seed015_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997006003035,0.999998596708425,0.999996507221354,0.999998412235574,0.999996304164871,0.999996304164871
76,State1_Calm,1.1,8.5,16,validation,healthy,1,run00076_seed016_sev100_Hs110_Tp850.csv,run00076_seed016_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997622538222,0.999998132086824,0.999997720278973,0.999996515292953,0.999997420528105,0.999997420528105
77,State1_Calm,1.1,8.5,16,validation,pto_damping_loss,0.8,run00077_seed016_sev080_Hs110_Tp850.csv,run00077_seed016_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997629708046,0.999998104686744,0.999997785487624,0.999996484944795,0.99999748616991,0.99999748616991
78,State1_Calm,1.1,8.5,16,validation,pto_damping_loss,0.6,run00078_seed016_sev060_Hs110_Tp850.csv,run00078_seed016_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997638740703,0.999998071976791,0.999997862090719,0.999996463808351,0.999997556236223,0.999997556236223
79,State1_Calm,1.1,8.5,16,validation,pto_damping_loss,0.4,run00079_seed016_sev040_Hs110_Tp850.csv,run00079_seed016_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997649620183,0.999998034551951,0.999997950286713,0.999996456504942,0.999997634125359,0.999997634125358
80,State1_Calm,1.1,8.5,16,validation,pto_damping_loss,0.2,run00080_seed016_sev020_Hs110_Tp850.csv,run00080_seed016_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999997662024367,0.999997993957902,0.999998049527041,0.999996471891582,0.999997726097905,0.999997726097905
81,State1_Calm,1.1,8.5,17,test,healthy,1,run00081_seed017_sev100_Hs110_Tp850.csv,run00081_seed017_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.99999935026272,0.999998183529752,0.999999143536311,0.999998454469162,0.999999669217481,0.999999669217481
82,State1_Calm,1.1,8.5,17,test,pto_damping_loss,0.8,run00082_seed017_sev080_Hs110_Tp850.csv,run00082_seed017_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999350130648,0.999998183154469,0.999999199231179,0.999998462134661,0.999999667407556,0.999999667407556
83,State1_Calm,1.1,8.5,17,test,pto_damping_loss,0.6,run00083_seed017_sev060_Hs110_Tp850.csv,run00083_seed017_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999347946539,0.999998186326326,0.999999261384177,0.999998463404867,0.999999645093876,0.999999645093876
84,State1_Calm,1.1,8.5,17,test,pto_damping_loss,0.4,run00084_seed017_sev040_Hs110_Tp850.csv,run00084_seed017_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999342482733,0.99999819271899,0.999999326872921,0.999998448985996,0.999999593291048,0.999999593291048
85,State1_Calm,1.1,8.5,17,test,pto_damping_loss,0.2,run00085_seed017_sev020_Hs110_Tp850.csv,run00085_seed017_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999332149906,0.999998199160745,0.99999939132046,0.999998399333548,0.99999949923958,0.999999499239579
86,State1_Calm,1.1,8.5,18,test,healthy,1,run00086_seed018_sev100_Hs110_Tp850.csv,run00086_seed018_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998477120012,0.999997714841824,0.999998486733124,0.99999622772967,0.999998925751162,0.999998925751162
87,State1_Calm,1.1,8.5,18,test,pto_damping_loss,0.8,run00087_seed018_sev080_Hs110_Tp850.csv,run00087_seed018_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.9999984772686,0.999997705427184,0.999998480037403,0.999996175228011,0.999998978683013,0.999998978683013
88,State1_Calm,1.1,8.5,18,test,pto_damping_loss,0.6,run00088_seed018_sev060_Hs110_Tp850.csv,run00088_seed018_sev060_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.99999848101789,0.999997696866723,0.999998481450153,0.999996116238661,0.999999028307555,0.999999028307555
89,State1_Calm,1.1,8.5,18,test,pto_damping_loss,0.4,run00089_seed018_sev040_Hs110_Tp850.csv,run00089_seed018_sev040_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998489898637,0.999997687683242,0.99999849581816,0.999996047142429,0.999999071062063,0.999999071062063
90,State1_Calm,1.1,8.5,18,test,pto_damping_loss,0.2,run00090_seed018_sev020_Hs110_Tp850.csv,run00090_seed018_sev020_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999998505754056,0.99999767378865,0.999998529646598,0.99999596204966,0.999999096794899,0.999999096794899
91,State1_Calm,1.1,8.5,19,test,healthy,1,run00091_seed019_sev100_Hs110_Tp850.csv,run00091_seed019_sev100_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999220616785,0.999998053463596,0.999997361148541,0.99999883448588,0.999997562241441,0.999997562241441
92,State1_Calm,1.1,8.5,19,test,pto_damping_loss,0.8,run00092_seed019_sev080_Hs110_Tp850.csv,run00092_seed019_sev080_Hs110_Tp850_5hz.csv,20001,19001,9501,10,5,0.999999222254717,0.999998027870887,0.999997358619228,0.999998851614936,0.999997541050997,0.999997541050997
