runID,stateName,Hs,Tp,stateProbability,phaseSeed,split,faultName,severity,Bfault_NsPm
25,State1_Calm,1.1,8.5,0.177993,5,train,pto_damping_loss,0.2,240000
26,State1_Calm,1.1,8.5,0.177993,6,train,healthy,1,1200000
27,State1_Calm,1.1,8.5,0.177993,6,train,pto_damping_loss,0.8,960000
28,State1_Calm,1.1,8.5,0.177993,6,train,pto_damping_loss,0.6,720000
29,State1_Calm,1.1,8.5,0.177993,6,train,pto_damping_loss,0.4,480000
30,State1_Calm,1.1,8.5,0.177993,6,train,pto_damping_loss,0.2,240000
31,State1_Calm,1.1,8.5,0.177993,7,train,healthy,1,1200000
32,State1_Calm,1.1,8.5,0.177993,7,train,pto_damping_loss,0.8,960000
33,State1_Calm,1.1,8.5,0.177993,7,train,pto_damping_loss,0.6,720000
34,State1_Calm,1.1,8.5,0.177993,7,train,pto_damping_loss,0.4,480000
35,State1_Calm,1.1,8.5,0.177993,7,train,pto_damping_loss,0.2,240000
36,State1_Calm,1.1,8.5,0.177993,8,train,healthy,1,1200000
37,State1_Calm,1.1,8.5,0.177993,8,train,pto_damping_loss,0.8,960000
38,State1_Calm,1.1,8.5,0.177993,8,train,pto_damping_loss,0.6,720000
39,State1_Calm,1.1,8.5,0.177993,8,train,pto_damping_loss,0.4,480000
40,State1_Calm,1.1,8.5,0.177993,8,train,pto_damping_loss,0.2,240000
41,State1_Calm,1.1,8.5,0.177993,9,train,healthy,1,1200000
42,State1_Calm,1.1,8.5,0.177993,9,train,pto_damping_loss,0.8,960000
43,State1_Calm,1.1,8.5,0.177993,9,train,pto_damping_loss,0.6,720000
44,State1_Calm,1.1,8.5,0.177993,9,train,pto_damping_loss,0.4,480000
45,State1_Calm,1.1,8.5,0.177993,9,train,pto_damping_loss,0.2,240000
46,State1_Calm,1.1,8.5,0.177993,10,train,healthy,1,1200000
47,State1_Calm,1.1,8.5,0.177993,10,train,pto_damping_loss,0.8,960000
48,State1_Calm,1.1,8.5,0.177993,10,train,pto_damping_loss,0.6,720000
49,State1_Calm,1.1,8.5,0.177993,10,train,pto_damping_loss,0.4,480000
50,State1_Calm,1.1,8.5,0.177993,10,train,pto_damping_loss,0.2,240000
51,State1_Calm,1.1,8.5,0.177993,11,train,healthy,1,1200000
52,State1_Calm,1.1,8.5,0.177993,11,train,pto_damping_loss,0.8,960000
53,State1_Calm,1.1,8.5,0.177993,11,train,pto_damping_loss,0.6,720000
54,State1_Calm,1.1,8.5,0.177993,11,train,pto_damping_loss,0.4,480000
55,State1_Calm,1.1,8.5,0.177993,11,train,pto_damping_loss,0.2,240000
56,State1_Calm,1.1,8.5,0.177993,12,train,healthy,1,1200000
57,State1_Calm,1.1,8.5,0.177993,12,train,pto_damping_loss,0.8,960000
58,State1_Calm,1.1,8.5,0.177993,12,train,pto_damping_loss,0.6,720000
59,State1_Calm,1.1,8.5,0.177993,12,train,pto_damping_loss,0.4,480000
60,State1_Calm,1.1,8.5,0.177993,12,train,pto_damping_loss,0.2,240000
61,State1_Calm,1.1,8.5,0.177993,13,validation,healthy,1,1200000
62,State1_Calm,1.1,8.5,0.177993,13,validation,pto_damping_loss,0.8,960000
63,State1_Calm,1.1,8.5,0.177993,13,validation,pto_damping_loss,0.6,720000
64,State1_Calm,1.1,8.5,0.177993,13,validation,pto_damping_loss,0.4,480000
65,State1_Calm,1.1,8.5,0.177993,13,validation,pto_damping_loss,0.2,240000
66,State1_Calm,1.1,8.5,0.177993,14,validation,healthy,1,1200000
67,State1_Calm,1.1,8.5,0.177993,14,validation,pto_damping_loss,0.8,960000
68,State1_Calm,1.1,8.5,0.177993,14,validation,pto_damping_loss,0.6,720000
69,State1_Calm,1.1,8.5,0.177993,14,validation,pto_damping_loss,0.4,480000
70,State1_Calm,1.1,8.5,0.177993,14,validation,pto_damping_loss,0.2,240000
71,State1_Calm,1.1,8.5,0.177993,15,validation,healthy,1,1200000
72,State1_Calm,1.1,8.5,0.177993,15,validation,pto_damping_loss,0.8,960000
73,State1_Calm,1.1,8.5,0.177993,15,validation,pto_damping_loss,0.6,720000
74,State1_Calm,1.1,8.5,0.177993,15,validation,pto_damping_loss,0.4,480000
75,State1_Calm,1.1,8.5,0.177993,15,validation,pto_damping_loss,0.2,240000
76,State1_Calm,1.1,8.5,0.177993,16,validation,healthy,1,1200000
77,State1_Calm,1.1,8.5,0.177993,16,validation,pto_damping_loss,0.8,960000
78,State1_Calm,1.1,8.5,0.177993,16,validation,pto_damping_loss,0.6,720000
79,State1_Calm,1.1,8.5,0.177993,16,validation,pto_damping_loss,0.4,480000
80,State1_Calm,1.1,8.5,0.177993,16,validation,pto_damping_loss,0.2,240000
81,State1_Calm,1.1,8.5,0.177993,17,test,healthy,1,1200000
82,State1_Calm,1.1,8.5,0.177993,17,test,pto_damping_loss,0.8,960000
83,State1_Calm,1.1,8.5,0.177993,17,test,pto_damping_loss,0.6,720000
84,State1_Calm,1.1,8.5,0.177993,17,test,pto_damping_loss,0.4,480000
85,State1_Calm,1.1,8.5,0.177993,17,test,pto_damping_loss,0.2,240000
86,State1_Calm,1.1,8.5,0.177993,18,test,healthy,1,1200000
87,State1_Calm,1.1,8.5,0.177993,18,test,pto_damping_loss,0.8,960000
88,State1_Calm,1.1,8.5,0.177993,18,test,pto_damping_loss,0.6,720000
89,State1_Calm,1.1,8.5,0.177993,18,test,pto_damping_loss,0.4,480000
90,State1_Calm,1.1,8.5,0.177993,18,test,pto_damping_loss,0.2,240000
91,State1_Calm,1.1,8.5,0.177993,19,test,healthy,1,1200000
92,State1_Calm,1.1,8.5,0.177993,19,test,pto_damping_loss,0.8,960000
93,State1_Calm,1.1,8.5,0.177993,19,test,pto_damping_loss,0.6,720000
94,State1_Calm,1.1,8.5,0.177993,19,test,pto_damping_loss,0.4,480000
95,State1_Calm,1.1,8.5,0.177993,19,test,pto_damping_loss,0.2,240000
96,State1_Calm,1.1,8.5,0.177993,20,test,healthy,1,1200000
97,State1_Calm,1.1,8.5,0.177993,20,test,pto_damping_loss,0.8,960000
98,State1_Calm,1.1,8.5,0.177993,20,test,pto_damping_loss,0.6,720000
99,State1_Calm,1.1,8.5,0.177993,20,test,pto_damping_loss,0.4,480000
100,State1_Calm,1.1,8.5,0.177993,20,test,pto_damping_loss,0.2,240000
101,State2_Mild,1.5,6,0.248189,1,train,healthy,1,1200000
102,State2_Mild,1.5,6,0.248189,1,train,pto_damping_loss,0.8,960000
103,State2_Mild,1.5,6,0.248189,1,train,pto_damping_loss,0.6,720000
104,State2_Mild,1.5,6,0.248189,1,train,pto_damping_loss,0.4,480000
105,State2_Mild,1.5,6,0.248189,1,train,pto_damping_loss,0.2,240000
106,State2_Mild,1.5,6,0.248189,2,train,healthy,1,1200000
107,State2_Mild,1.5,6,0.248189,2,train,pto_damping_loss,0.8,960000
108,State2_Mild,1.5,6,0.248189,2,train,pto_damping_loss,0.6,720000
109,State2_Mild,1.5,6,0.248189,2,train,pto_damping_loss,0.4,480000
110,State2_Mild,1.5,6,0.248189,2,train,pto_damping_loss,0.2,240000
111,State2_Mild,1.5,6,0.248189,3,train,healthy,1,1200000
112,State2_Mild,1.5,6,0.248189,3,train,pto_damping_loss,0.8,960000
113,State2_Mild,1.5,6,0.248189,3,train,pto_damping_loss,0.6,720000
114,State2_Mild,1.5,6,0.248189,3,train,pto_damping_loss,0.4,480000
115,State2_Mild,1.5,6,0.248189,3,train,pto_damping_loss,0.2,240000
116,State2_Mild,1.5,6,0.248189,4,train,healthy,1,1200000
117,State2_Mild,1.5,6,0.248189,4,train,pto_damping_loss,0.8,960000
118,State2_Mild,1.5,6,0.248189,4,train,pto_damping_loss,0.6,720000
119,State2_Mild,1.5,6,0.248189,4,train,pto_damping_loss,0.4,480000
120,State2_Mild,1.5,6,0.248189,4,train,pto_damping_loss,0.2,240000
121,State2_Mild,1.5,6,0.248189,5,train,healthy,1,1200000
122,State2_Mild,1.5,6,0.248189,5,train,pto_damping_loss,0.8,960000
123,State2_Mild,1.5,6,0.248189,5,train,pto_damping_loss,0.6,720000
124,State2_Mild,1.5,6,0.248189,5,train,pto_damping_loss,0.4,480000
125,State2_Mild,1.5,6,0.248189,5,train,pto_damping_loss,0.2,240000
126,State2_Mild,1.5,6,0.248189,6,train,healthy,1,1200000
127,State2_Mild,1.5,6,0.248189,6,train,pto_damping_loss,0.8,960000
128,State2_Mild,1.5,6,0.248189,6,train,pto_damping_loss,0.6,720000
129,State2_Mild,1.5,6,0.248189,6,train,pto_damping_loss,0.4,480000
130,State2_Mild,1.5,6,0.248189,6,train,pto_damping_loss,0.2,240000
131,State2_Mild,1.5,6,0.248189,7,train,healthy,1,1200000
132,State2_Mild,1.5,6,0.248189,7,train,pto_damping_loss,0.8,960000
133,State2_Mild,1.5,6,0.248189,7,train,pto_damping_loss,0.6,720000
134,State2_Mild,1.5,6,0.248189,7,train,pto_damping_loss,0.4,480000
135,State2_Mild,1.5,6,0.248189,7,train,pto_damping_loss,0.2,240000
136,State2_Mild,1.5,6,0.248189,8,train,healthy,1,1200000
137,State2_Mild,1.5,6,0.248189,8,train,pto_damping_loss,0.8,960000
138,State2_Mild,1.5,6,0.248189,8,train,pto_damping_loss,0.6,720000
139,State2_Mild,1.5,6,0.248189,8,train,pto_damping_loss,0.4,480000
140,State2_Mild,1.5,6,0.248189,8,train,pto_damping_loss,0.2,240000
141,State2_Mild,1.5,6,0.248189,9,train,healthy,1,1200000
142,State2_Mild,1.5,6,0.248189,9,train,pto_damping_loss,0.8,960000
143,State2_Mild,1.5,6,0.248189,9,train,pto_damping_loss,0.6,720000
144,State2_Mild,1.5,6,0.248189,9,train,pto_damping_loss,0.4,480000
145,State2_Mild,1.5,6,0.248189,9,train,pto_damping_loss,0.2,240000
146,State2_Mild,1.5,6,0.248189,10,train,healthy,1,1200000
147,State2_Mild,1.5,6,0.248189,10,train,pto_damping_loss,0.8,960000
148,State2_Mild,1.5,6,0.248189,10,train,pto_damping_loss,0.6,720000
149,State2_Mild,1.5,6,0.248189,10,train,pto_damping_loss,0.4,480000
150,State2_Mild,1.5,6,0.248189,10,train,pto_damping_loss,0.2,240000
151,State2_Mild,1.5,6,0.248189,11,train,healthy,1,1200000
152,State2_Mild,1.5,6,0.248189,11,train,pto_damping_loss,0.8,960000
153,State2_Mild,1.5,6,0.248189,11,train,pto_damping_loss,0.6,720000
154,State2_Mild,1.5,6,0.248189,11,train,pto_damping_loss,0.4,480000
155,State2_Mild,1.5,6,0.248189,11,train,pto_damping_loss,0.2,240000
156,State2_Mild,1.5,6,0.248189,12,train,healthy,1,1200000
157,State2_Mild,1.5,6,0.248189,12,train,pto_damping_loss,0.8,960000
158,State2_Mild,1.5,6,0.248189,12,train,pto_damping_loss,0.6,720000
159,State2_Mild,1.5,6,0.248189,12,train,pto_damping_loss,0.4,480000
160,State2_Mild,1.5,6,0.248189,12,train,pto_damping_loss,0.2,240000
161,State2_Mild,1.5,6,0.248189,13,validation,healthy,1,1200000
162,State2_Mild,1.5,6,0.248189,13,validation,pto_damping_loss,0.8,960000
163,State2_Mild,1.5,6,0.248189,13,validation,pto_damping_loss,0.6,720000
164,State2_Mild,1.5,6,0.248189,13,validation,pto_damping_loss,0.4,480000
165,State2_Mild,1.5,6,0.248189,13,validation,pto_damping_loss,0.2,240000
166,State2_Mild,1.5,6,0.248189,14,validation,healthy,1,1200000
167,State2_Mild,1.5,6,0.248189,14,validation,pto_damping_loss,0.8,960000
168,State2_Mild,1.5,6,0.248189,14,validation,pto_damping_loss,0.6,720000
169,State2_Mild,1.5,6,0.248189,14,validation,pto_damping_loss,0.4,480000
170,State2_Mild,1.5,6,0.248189,14,validation,pto_damping_loss,0.2,240000
171,State2_Mild,1.5,6,0.248189,15,validation,healthy,1,1200000
172,State2_Mild,1.5,6,0.248189,15,validation,pto_damping_loss,0.8,960000
173,State2_Mild,1.5,6,0.248189,15,validation,pto_damping_loss,0.6,720000
174,State2_Mild,1.5,6,0.248189,15,validation,pto_damping_loss,0.4,480000
175,State2_Mild,1.5,6,0.248189,15,validation,pto_damping_loss,0.2,240000
176,State2_Mild,1.5,6,0.248189,16,validation,healthy,1,1200000
177,State2_Mild,1.5,6,0.248189,16,validation,pto_damping_loss,0.8,960000
178,State2_Mild,1.5,6,0.248189,16,validation,pto_damping_loss,0.6,720000
179,State2_Mild,1.5,6,0.248189,16,validation,pto_damping_loss,0.4,480000
180,State2_Mild,1.5,6,0.248189,16,validation,pto_damping_loss,0.2,240000
181,State2_Mild,1.5,6,0.248189,17,test,healthy,1,1200000
182,State2_Mild,1.5,6,0.248189,17,test,pto_damping_loss,0.8,960000
183,State2_Mild,1.5,6,0.248189,17,test,pto_damping_loss,0.6,720000
184,State2_Mild,1.5,6,0.248189,17,test,pto_damping_loss,0.4,480000
185,State2_Mild,1.5,6,0.248189,17,test,pto_damping_loss,0.2,240000
186,State2_Mild,1.5,6,0.248189,18,test,healthy,1,1200000
187,State2_Mild,1.5,6,0.248189,18,test,pto_damping_loss,0.8,960000
188,State2_Mild,1.5,6,0.248189,18,test,pto_damping_loss,0.6,720000
189,State2_Mild,1.5,6,0.248189,18,test,pto_damping_loss,0.4,480000
190,State2_Mild,1.5,6,0.248189,18,test,pto_damping_loss,0.2,240000
191,State2_Mild,1.5,6,0.248189,19,test,healthy,1,1200000
192,State2_Mild,1.5,6,0.248189,19,test,pto_damping_loss,0.8,960000
193,State2_Mild,1.5,6,0.248189,19,test,pto_damping_loss,0.6,720000
194,State2_Mild,1.5,6,0.248189,19,test,pto_damping_loss,0.4,480000
195,State2_Mild,1.5,6,0.248189,19,test,pto_damping_loss,0.2,240000
196,State2_Mild,1.5,6,0.248189,20,test,healthy,1,1200000
197,State2_Mild,1.5,6,0.248189,20,test,pto_damping_loss,0.8,960000
198,State2_Mild,1.5,6,0.248189,20,test,pto_damping_loss,0.6,720000
199,State2_Mild,1.5,6,0.248189,20,test,pto_damping_loss,0.4,480000
200,State2_Mild,1.5,6,0.248189,20,test,pto_damping_loss,0.2,240000
201,State3_Energetic,1.6,7.2,0.28249,1,train,healthy,1,1200000
202,State3_Energetic,1.6,7.2,0.28249,1,train,pto_damping_loss,0.8,960000
203,State3_Energetic,1.6,7.2,0.28249,1,train,pto_damping_loss,0.6,720000
204,State3_Energetic,1.6,7.2,0.28249,1,train,pto_damping_loss,0.4,480000
205,State3_Energetic,1.6,7.2,0.28249,1,train,pto_damping_loss,0.2,240000
206,State3_Energetic,1.6,7.2,0.28249,2,train,healthy,1,1200000
207,State3_Energetic,1.6,7.2,0.28249,2,train,pto_damping_loss,0.8,960000
208,State3_Energetic,1.6,7.2,0.28249,2,train,pto_damping_loss,0.6,720000
209,State3_Energetic,1.6,7.2,0.28249,2,train,pto_damping_loss,0.4,480000
210,State3_Energetic,1.6,7.2,0.28249,2,train,pto_damping_loss,0.2,240000
211,State3_Energetic,1.6,7.2,0.28249,3,train,healthy,1,1200000
212,State3_Energetic,1.6,7.2,0.28249,3,train,pto_damping_loss,0.8,960000
213,State3_Energetic,1.6,7.2,0.28249,3,train,pto_damping_loss,0.6,720000
214,State3_Energetic,1.6,7.2,0.28249,3,train,pto_damping_loss,0.4,480000
215,State3_Energetic,1.6,7.2,0.28249,3,train,pto_damping_loss,0.2,240000
216,State3_Energetic,1.6,7.2,0.28249,4,train,healthy,1,1200000
217,State3_Energetic,1.6,7.2,0.28249,4,train,pto_damping_loss,0.8,960000
218,State3_Energetic,1.6,7.2,0.28249,4,train,pto_damping_loss,0.6,720000
219,State3_Energetic,1.6,7.2,0.28249,4,train,pto_damping_loss,0.4,480000
220,State3_Energetic,1.6,7.2,0.28249,4,train,pto_damping_loss,0.2,240000
221,State3_Energetic,1.6,7.2,0.28249,5,train,healthy,1,1200000
222,State3_Energetic,1.6,7.2,0.28249,5,train,pto_damping_loss,0.8,960000
223,State3_Energetic,1.6,7.2,0.28249,5,train,pto_damping_loss,0.6,720000
224,State3_Energetic,1.6,7.2,0.28249,5,train,pto_damping_loss,0.4,480000
225,State3_Energetic,1.6,7.2,0.28249,5,train,pto_damping_loss,0.2,240000
226,State3_Energetic,1.6,7.2,0.28249,6,train,healthy,1,1200000
227,State3_Energetic,1.6,7.2,0.28249,6,train,pto_damping_loss,0.8,960000
228,State3_Energetic,1.6,7.2,0.28249,6,train,pto_damping_loss,0.6,720000
229,State3_Energetic,1.6,7.2,0.28249,6,train,pto_damping_loss,0.4,480000
230,State3_Energetic,1.6,7.2,0.28249,6,train,pto_damping_loss,0.2,240000
231,State3_Energetic,1.6,7.2,0.28249,7,train,healthy,1,1200000
232,State3_Energetic,1.6,7.2,0.28249,7,train,pto_damping_loss,0.8,960000
233,State3_Energetic,1.6,7.2,0.28249,7,train,pto_damping_loss,0.6,720000
234,State3_Energetic,1.6,7.2,0.28249,7,train,pto_damping_loss,0.4,480000
235,State3_Energetic,1.6,7.2,0.28249,7,train,pto_damping_loss,0.2,240000
236,State3_Energetic,1.6,7.2,0.28249,8,train,healthy,1,1200000
237,State3_Energetic,1.6,7.2,0.28249,8,train,pto_damping_loss,0.8,960000
238,State3_Energetic,1.6,7.2,0.28249,8,train,pto_damping_loss,0.6,720000
239,State3_Energetic,1.6,7.2,0.28249,8,train,pto_damping_loss,0.4,480000
240,State3_Energetic,1.6,7.2,0.28249,8,train,pto_damping_loss,0.2,240000
241,State3_Energetic,1.6,7.2,0.28249,9,train,healthy,1,1200000
242,State3_Energetic,1.6,7.2,0.28249,9,train,pto_damping_loss,0.8,960000
243,State3_Energetic,1.6,7.2,0.28249,9,train,pto_damping_loss,0.6,720000
244,State3_Energetic,1.6,7.2,0.28249,9,train,pto_damping_loss,0.4,480000
245,State3_Energetic,1.6,7.2,0.28249,9,train,pto_damping_loss,0.2,240000
246,State3_Energetic,1.6,7.2,0.28249,10,train,healthy,1,1200000
247,State3_Energetic,1.6,7.2,0.28249,10,train,pto_damping_loss,0.8,960000
248,State3_Energetic,1.6,7.2,0.28249,10,train,pto_damping_loss,0.6,720000
249,State3_Energetic,1.6,7.2,0.28249,10,train,pto_damping_loss,0.4,480000
250,State3_Energetic,1.6,7.2,0.28249,10,train,pto_damping_loss,0.2,240000
251,State3_Energetic,1.6,7.2,0.28249,11,train,healthy,1,1200000
252,State3_Energetic,1.6,7.2,0.28249,11,train,pto_damping_loss,0.8,960000
253,State3_Energetic,1.6,7.2,0.28249,11,train,pto_damping_loss,0.6,720000
254,State3_Energetic,1.6,7.2,0.28249,11,train,pto_damping_loss,0.4,480000
255,State3_Energetic,1.6,7.2,0.28249,11,train,pto_damping_loss,0.2,240000
256,State3_Energetic,1.6,7.2,0.28249,12,train,healthy,1,1200000
257,State3_Energetic,1.6,7.2,0.28249,12,train,pto_damping_loss,0.8,960000
258,State3_Energetic,1.6,7.2,0.28249,12,train,pto_damping_loss,0.6,720000
259,State3_Energetic,1.6,7.2,0.28249,12,train,pto_damping_loss,0.4,480000
260,State3_Energetic,1.6,7.2,0.28249,12,train,pto_damping_loss,0.2,240000
261,State3_Energetic,1.6,7.2,0.28249,13,validation,healthy,1,1200000
262,State3_Energetic,1.6,7.2,0.28249,13,validation,pto_damping_loss,0.8,960000
263,State3_Energetic,1.6,7.2,0.28249,13,validation,pto_damping_loss,0.6,720000
264,State3_Energetic,1.6,7.2,0.28249,13,validation,pto_damping_loss,0.4,480000
265,State3_Energetic,1.6,7.2,0.28249,13,validation,pto_damping_loss,0.2,240000
266,State3_Energetic,1.6,7.2,0.28249,14,validation,healthy,1,1200000
267,State3_Energetic,1.6,7.2,0.28249,14,validation,pto_damping_loss,0.8,960000
268,State3_Energetic,1.6,7.2,0.28249,14,validation,pto_damping_loss,0.6,720000
269,State3_Energetic,1.6,7.2,0.28249,14,validation,pto_damping_loss,0.4,480000
270,State3_Energetic,1.6,7.2,0.28249,14,validation,pto_damping_loss,0.2,240000
271,State3_Energetic,1.6,7.2,0.28249,15,validation,healthy,1,1200000
272,State3_Energetic,1.6,7.2,0.28249,15,validation,pto_damping_loss,0.8,960000
273,State3_Energetic,1.6,7.2,0.28249,15,validation,pto_damping_loss,0.6,720000
274,State3_Energetic,1.6,7.2,0.28249,15,validation,pto_damping_loss,0.4,480000
275,State3_Energetic,1.6,7.2,0.28249,15,validation,pto_damping_loss,0.2,240000
276,State3_Energetic,1.6,7.2,0.28249,16,validation,healthy,1,1200000
277,State3_Energetic,1.6,7.2,0.28249,16,validation,pto_damping_loss,0.8,960000
278,State3_Energetic,1.6,7.2,0.28249,16,validation,pto_damping_loss,0.6,720000
279,State3_Energetic,1.6,7.2,0.28249,16,validation,pto_damping_loss,0.4,480000
280,State3_Energetic,1.6,7.2,0.28249,16,validation,pto_damping_loss,0.2,240000
281,State3_Energetic,1.6,7.2,0.28249,17,test,healthy,1,1200000
282,State3_Energetic,1.6,7.2,0.28249,17,test,pto_damping_loss,0.8,960000
283,State3_Energetic,1.6,7.2,0.28249,17,test,pto_damping_loss,0.6,720000
284,State3_Energetic,1.6,7.2,0.28249,17,test,pto_damping_loss,0.4,480000
285,State3_Energetic,1.6,7.2,0.28249,17,test,pto_damping_loss,0.2,240000
286,State3_Energetic,1.6,7.2,0.28249,18,test,healthy,1,1200000
287,State3_Energetic,1.6,7.2,0.28249,18,test,pto_damping_loss,0.8,960000
288,State3_Energetic,1.6,7.2,0.28249,18,test,pto_damping_loss,0.6,720000
289,State3_Energetic,1.6,7.2,0.28249,18,test,pto_damping_loss,0.4,480000
290,State3_Energetic,1.6,7.2,0.28249,18,test,pto_damping_loss,0.2,240000
291,State3_Energetic,1.6,7.2,0.28249,19,test,healthy,1,1200000
292,State3_Energetic,1.6,7.2,0.28249,19,test,pto_damping_loss,0.8,960000
293,State3_Energetic,1.6,7.2,0.28249,19,test,pto_damping_loss,0.6,720000
294,State3_Energetic,1.6,7.2,0.28249,19,test,pto_damping_loss,0.4,480000
295,State3_Energetic,1.6,7.2,0.28249,19,test,pto_damping_loss,0.2,240000
296,State3_Energetic,1.6,7.2,0.28249,20,test,healthy,1,1200000
297,State3_Energetic,1.6,7.2,0.28249,20,test,pto_damping_loss,0.8,960000
298,State3_Energetic,1.6,7.2,0.28249,20,test,pto_damping_loss,0.6,720000
299,State3_Energetic,1.6,7.2,0.28249,20,test,pto_damping_loss,0.4,480000
300,State3_Energetic,1.6,7.2,0.28249,20,test,pto_damping_loss,0.2,240000
301,State4_LongPeriodSwell,1.6,10,0.109868,1,train,healthy,1,1200000
302,State4_LongPeriodSwell,1.6,10,0.109868,1,train,pto_damping_loss,0.8,960000
303,State4_LongPeriodSwell,1.6,10,0.109868,1,train,pto_damping_loss,0.6,720000
304,State4_LongPeriodSwell,1.6,10,0.109868,1,train,pto_damping_loss,0.4,480000
305,State4_LongPeriodSwell,1.6,10,0.109868,1,train,pto_damping_loss,0.2,240000
306,State4_LongPeriodSwell,1.6,10,0.109868,2,train,healthy,1,1200000
307,State4_LongPeriodSwell,1.6,10,0.109868,2,train,pto_damping_loss,0.8,960000
308,State4_LongPeriodSwell,1.6,10,0.109868,2,train,pto_damping_loss,0.6,720000
309,State4_LongPeriodSwell,1.6,10,0.109868,2,train,pto_damping_loss,0.4,480000
310,State4_LongPeriodSwell,1.6,10,0.109868,2,train,pto_damping_loss,0.2,240000
311,State4_LongPeriodSwell,1.6,10,0.109868,3,train,healthy,1,1200000
312,State4_LongPeriodSwell,1.6,10,0.109868,3,train,pto_damping_loss,0.8,960000
313,State4_LongPeriodSwell,1.6,10,0.109868,3,train,pto_damping_loss,0.6,720000
314,State4_LongPeriodSwell,1.6,10,0.109868,3,train,pto_damping_loss,0.4,480000
315,State4_LongPeriodSwell,1.6,10,0.109868,3,train,pto_damping_loss,0.2,240000
316,State4_LongPeriodSwell,1.6,10,0.109868,4,train,healthy,1,1200000
317,State4_LongPeriodSwell,1.6,10,0.109868,4,train,pto_damping_loss,0.8,960000
318,State4_LongPeriodSwell,1.6,10,0.109868,4,train,pto_damping_loss,0.6,720000
319,State4_LongPeriodSwell,1.6,10,0.109868,4,train,pto_damping_loss,0.4,480000
320,State4_LongPeriodSwell,1.6,10,0.109868,4,train,pto_damping_loss,0.2,240000
321,State4_LongPeriodSwell,1.6,10,0.109868,5,train,healthy,1,1200000
322,State4_LongPeriodSwell,1.6,10,0.109868,5,train,pto_damping_loss,0.8,960000
323,State4_LongPeriodSwell,1.6,10,0.109868,5,train,pto_damping_loss,0.6,720000
324,State4_LongPeriodSwell,1.6,10,0.109868,5,train,pto_damping_loss,0.4,480000
325,State4_LongPeriodSwell,1.6,10,0.109868,5,train,pto_damping_loss,0.2,240000
326,State4_LongPeriodSwell,1.6,10,0.109868,6,train,healthy,1,1200000
327,State4_LongPeriodSwell,1.6,10,0.109868,6,train,pto_damping_loss,0.8,960000
328,State4_LongPeriodSwell,1.6,10,0.109868,6,train,pto_damping_loss,0.6,720000
329,State4_LongPeriodSwell,1.6,10,0.109868,6,train,pto_damping_loss,0.4,480000
330,State4_LongPeriodSwell,1.6,10,0.109868,6,train,pto_damping_loss,0.2,240000
331,State4_LongPeriodSwell,1.6,10,0.109868,7,train,healthy,1,1200000
332,State4_LongPeriodSwell,1.6,10,0.109868,7,train,pto_damping_loss,0.8,960000
333,State4_LongPeriodSwell,1.6,10,0.109868,7,train,pto_damping_loss,0.6,720000
334,State4_LongPeriodSwell,1.6,10,0.109868,7,train,pto_damping_loss,0.4,480000
335,State4_LongPeriodSwell,1.6,10,0.109868,7,train,pto_damping_loss,0.2,240000
336,State4_LongPeriodSwell,1.6,10,0.109868,8,train,healthy,1,1200000
337,State4_LongPeriodSwell,1.6,10,0.109868,8,train,pto_damping_loss,0.8,960000
338,State4_LongPeriodSwell,1.6,10,0.109868,8,train,pto_damping_loss,0.6,720000
